ID,TimePT,TimeCar,MarginalCostPT,CostCarCHF,distance_km,age,NbChild,NbCar,NbMoto,NbBicy,Choice,Gender_man,Gender_unreported,Gender_woman,OccupStat_fulltime,OccupStat_notfulltime
44640455,131,40,19.2,5.85,42.0,-1,-1,-1,-1,-1,0,0,1,0,0,1
44640456,79,40,7.0,6.08,44.0,57,0,1,0,2,0,0,0,1,0,1
44640456,123,84,21.8,16.77,128.0,57,0,1,0,2,0,0,0,1,0,1
44640508,253,80,28.2,10.56,74.5,32,1,1,0,5,1,0,0,1,0,1
44640515,63,25,5.0,2.48,15.0,54,-1,2,-1,4,1,1,0,0,0,1
44640542,358,120,57.0,15.48,114.0,54,0,1,0,0,1,1,0,0,1,0
44640637,91,46,19.4,8.3,63.0,44,0,1,0,0,1,0,0,1,1,0
44640655,358,178,43.1,30.74,223.0,54,0,1,1,1,1,1,0,0,1,0
44640690,120,48,9.6,6.82,46.0,72,0,1,0,1,0,0,0,1,0,1
44670012,265,78,33.8,10.06,73.0,47,1,2,-1,4,1,1,0,0,1,0
44670067,27,12,2.2,1.4,7.5,61,0,1,0,2,1,0,0,1,0,1
44670080,91,46,0.0,5.06,32.0,62,0,1,0,2,0,1,0,0,1,0
44670195,22,8,2.2,0.9,5.5,79,0,1,0,0,0,1,0,0,0,1
44670196,46,26,4.8,2.88,19.0,79,0,1,0,0,0,1,0,0,0,1
44670197,144,43,19.2,6.51,47.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
44670291,209,54,24.4,7.08,50.5,43,1,2,0,3,1,0,0,1,0,1
44670292,181,46,12.4,4.61,32.0,42,1,2,0,4,1,1,0,0,1,0
44670378,130,70,0.0,9.5,65.0,37,0,1,0,3,0,1,0,0,0,1
44670387,38,22,4.2,2.39,16.0,43,0,2,0,3,1,0,0,1,1,0
44670437,42,22,4.6,2.46,16.0,56,0,1,0,2,0,0,0,1,0,1
44670441,64,36,6.45,5.07,36.0,52,-1,1,-1,3,0,0,0,1,0,1
44670441,15,8,2.2,0.85,5.5,52,-1,1,-1,3,0,0,0,1,0,1
44670522,25,6,2.2,0.59,4.0,62,0,2,0,1,1,1,0,0,1,0
44690019,134,34,10.6,3.3,22.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
44690020,107,16,16.6,1.69,12.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
44690020,38,13,5.3,1.3,8.5,-1,-1,-1,-1,-1,1,0,1,0,0,1
44690020,14,10,4.0,1.09,7.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
44690034,85,58,7.4,6.29,40.0,-1,1,1,0,3,0,0,0,1,0,1
44690034,62,18,4.0,1.83,13.0,-1,1,1,0,3,0,0,0,1,0,1
44690050,44,24,10.6,2.38,16.0,50,1,3,0,3,1,1,0,0,1,0
44690050,29,10,8.0,1.18,8.0,50,1,3,0,3,1,1,0,0,1,0
44690111,111,94,18.0,12.64,65.5,81,0,1,0,2,0,1,0,0,0,1
44690187,322,98,31.6,10.27,75.0,42,0,2,0,2,1,1,0,0,1,0
44690188,316,85,31.6,9.0,65.0,33,0,2,0,2,1,0,0,1,0,1
44690328,233,50,22.5,5.16,32.7,65,0,2,0,2,1,0,0,1,0,1
44692020,142,34,28.8,3.5,24.0,26,1,1,0,2,1,0,0,1,0,1
47120013,93,1,2.2,0.2,0.7,52,0,2,0,5,2,1,0,0,1,0
47120030,85,25,23.0,3.87,28.0,55,0,3,0,0,1,0,0,1,1,0
47120030,108,44,21.8,6.38,46.0,55,0,3,0,0,1,0,0,1,1,0
47120321,94,55,0.0,7.31,54.2,36,0,2,0,3,1,1,0,0,0,1
47120322,53,27,5.1,3.8,27.0,27,0,2,0,3,1,0,0,1,0,1
47120322,7,7,2.2,0.0,0.7,27,0,2,0,3,2,0,0,1,0,1
47120376,449,98,21.2,15.29,112.5,21,0,3,0,4,1,0,0,1,0,1
47120432,81,27,0.0,4.06,29.0,-1,1,2,0,5,0,1,0,0,0,1
47120490,181,52,15.8,6.88,51.5,49,0,2,1,5,1,1,0,0,1,0
47120549,201,40,7.5,4.92,33.5,54,0,2,0,4,1,0,0,1,0,1
47120587,147,52,11.6,7.57,55.0,53,1,0,0,2,0,1,0,0,1,0
47120604,2,3,0.0,0.3,1.3,64,0,1,1,1,1,1,0,0,0,1
47120623,30,30,0.0,0.0,3.0,50,0,2,0,4,2,1,0,0,1,0
47120643,69,16,7.6,1.68,12.0,60,0,2,1,3,1,1,0,0,1,0
47120643,69,16,7.6,1.69,12.0,60,0,2,1,3,1,1,0,0,1,0
47120644,65,14,7.6,1.49,9.0,56,0,2,1,3,1,0,0,1,0,1
47120644,65,271,7.6,58.91,443.0,56,0,2,1,3,1,0,0,1,0,1
47120644,2,2,0.0,0.34,1.4,56,0,2,1,3,1,0,0,1,0,1
47120762,95,35,2.8,6.2,48.0,68,0,1,1,2,1,0,0,1,0,1
47120768,2,2,0.0,0.39,1.7,69,0,2,0,2,1,1,0,0,0,1
47120775,153,62,13.0,7.75,53.5,27,0,1,1,1,1,0,0,1,1,0
47120849,2,1,0.0,0.16,0.5,43,1,1,0,2,2,0,0,1,0,1
47120849,80,25,7.6,3.88,28.0,43,1,1,0,2,1,0,0,1,0,1
47120849,27,5,2.8,0.56,3.0,43,1,1,0,2,1,0,0,1,0,1
47120871,185,51,0.0,5.75,42.0,39,2,2,0,8,0,1,0,0,1,0
47120872,106,51,0.0,7.14,51.0,39,2,2,0,8,0,1,0,0,1,0
47120923,115,24,2.8,2.48,17.0,62,0,1,0,1,1,0,0,1,1,0
47120924,115,24,2.8,2.48,17.0,62,0,1,0,1,2,0,0,1,1,0
47120924,92,24,2.8,2.48,17.0,62,0,1,0,1,1,0,0,1,1,0
47120924,489,49,9.6,7.48,55.0,62,0,1,0,1,1,0,0,1,1,0
47120931,144,34,2.8,4.66,34.0,38,2,2,0,4,1,1,0,0,1,0
47120931,130,53,5.1,7.42,53.0,38,2,2,0,4,1,1,0,0,1,0
47120932,160,34,2.8,4.66,34.0,38,2,2,0,4,1,1,0,0,1,0
47120939,59,10,2.8,1.0,7.0,36,1,1,0,4,1,1,0,0,1,0
47121116,43,10,2.8,1.07,6.0,58,-1,2,1,2,1,1,0,0,1,0
47122013,2,1,2.2,0.23,0.6,42,3,1,-1,6,2,0,0,1,0,1
47122013,10,1,2.2,0.11,0.5,42,3,1,-1,6,2,0,0,1,0,1
47130034,222,105,0.0,15.59,114.7,20,0,1,0,7,0,1,0,0,0,1
47130066,54,22,2.2,2.44,18.5,40,2,1,0,6,1,1,0,0,1,0
47130066,82,28,3.8,3.51,26.4,40,2,1,0,6,1,1,0,0,1,0
47130281,30,8,2.2,0.89,5.5,55,0,3,0,2,1,0,0,1,0,1
47130281,70,27,5.1,3.31,25.0,55,0,3,0,2,1,0,0,1,0,1
47130286,15,1,2.2,0.16,0.4,60,0,1,0,1,1,1,0,0,1,0
47130332,208,92,0.0,15.75,119.0,72,0,3,0,4,0,1,0,0,0,1
47130345,89,42,5.1,5.43,40.0,19,1,2,0,2,1,0,0,1,1,0
47130345,85,20,2.8,2.12,14.0,19,1,2,0,2,1,0,0,1,1,0
47130387,381,202,105.2,41.5,320.0,68,0,1,0,0,0,1,0,0,0,1
47130387,65,29,7.6,4.28,32.0,68,0,1,0,0,0,1,0,0,0,1
47130441,116,27,4.4,3.1,19.9,-1,-1,-1,-1,-1,1,0,1,0,0,1
47130442,18,2,2.2,0.36,1.2,37,0,1,0,1,2,0,0,1,1,0
47130533,204,54,15.0,5.39,36.0,32,0,3,1,5,1,1,0,0,1,0
47130611,5,2,2.2,0.6,0.5,44,2,2,0,7,1,1,0,0,1,0
47130611,54,18,2.8,2.12,13.0,44,2,2,0,7,1,1,0,0,1,0
47130685,233,89,53.4,15.59,118.0,72,0,1,0,2,1,1,0,0,0,1
47130823,433,220,53.3,40.04,307.0,73,0,1,0,1,1,0,0,1,0,1
50260039,29,16,3.1,1.65,10.0,47,0,1,0,0,0,0,0,1,0,1
50260077,85,25,5.3,3.97,29.0,72,0,1,0,3,1,1,0,0,0,1
50260087,73,32,6.2,3.42,21.0,54,0,1,1,2,0,0,0,1,0,1
50260166,192,87,49.8,14.34,106.0,53,1,2,1,3,1,1,0,0,1,0
50260181,177,64,0.0,10.49,75.5,53,0,1,0,3,0,1,0,0,1,0
50260275,96,27,4.4,2.98,19.0,53,-1,3,-1,2,1,0,0,1,0,1
50270016,172,93,20.5,16.82,119.0,76,0,1,0,0,1,1,0,0,0,1
50270151,51,15,4.0,1.73,11.5,54,1,1,0,3,0,1,0,0,1,0
50270166,33,6,4.0,0.69,5.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
50270194,186,99,13.0,16.18,125.0,40,0,1,0,4,0,1,0,0,1,0
50270271,104,28,16.9,3.01,19.0,54,0,1,0,1,1,1,0,0,0,1
50270317,19,8,2.2,0.89,6.0,46,0,2,0,2,1,1,0,0,1,0
50270408,66,17,11.4,1.72,13.0,70,0,2,1,1,0,1,0,0,0,1
50270426,96,16,9.6,2.52,19.5,38,0,2,1,2,1,1,0,0,1,0
50270426,124,24,14.8,2.62,14.0,38,0,2,1,2,1,1,0,0,1,0
50270436,52,15,0.0,1.71,11.5,42,2,2,0,5,1,1,0,0,1,0
50270436,48,12,0.0,1.63,10.0,42,2,2,0,5,1,1,0,0,1,0
50270436,50,11,0.0,1.62,10.0,42,2,2,0,5,1,1,0,0,1,0
50270439,183,47,25.4,8.48,64.5,33,1,2,0,5,1,0,0,1,0,1
50270475,174,48,17.6,7.85,58.0,59,0,1,0,2,1,1,0,0,1,0
50270477,264,151,0.0,30.39,231.0,35,1,0,0,10,0,0,0,1,0,1
50270478,268,151,0.0,30.39,231.0,39,1,0,0,10,0,1,0,0,0,1
50270502,127,84,0.0,13.87,103.0,63,0,3,1,2,0,0,0,1,1,0
50270516,204,136,0.0,29.12,228.0,41,0,1,0,1,1,1,0,0,1,0
50270601,277,98,47.7,14.33,101.5,32,0,1,0,1,1,0,0,1,1,0
50270601,132,0,14.8,0.09,0.2,32,0,1,0,1,1,0,0,1,1,0
50270611,265,74,44.8,11.98,90.0,38,0,2,2,2,1,0,0,1,0,1
50270631,81,19,4.0,2.01,14.5,65,0,1,0,1,1,1,0,0,0,1
50270638,67,16,9.3,2.14,15.5,61,0,1,0,2,1,1,0,0,1,0
50270639,94,46,0.0,4.7,31.0,50,0,1,0,3,0,1,0,0,1,0
50270844,229,63,27.5,9.23,64.5,84,0,2,0,0,1,1,0,0,0,1
50760043,127,41,0.0,4.46,30.0,61,0,1,1,2,0,1,0,0,1,0
50760054,18,3,2.2,0.59,2.5,70,0,1,0,3,2,1,0,0,0,1
50760086,54,19,10.4,2.74,20.0,51,0,2,0,3,1,1,0,0,1,0
50760116,174,50,40.6,8.91,69.0,39,0,2,0,0,1,0,0,1,1,0
50760131,45,16,10.6,1.73,12.0,50,0,2,1,0,1,1,0,0,1,0
50760131,146,49,29.2,8.67,64.0,50,0,2,1,0,1,1,0,0,1,0
50760137,334,75,47.6,11.85,86.0,38,3,2,0,5,1,0,0,1,1,0
50760209,143,37,8.8,4.77,35.0,32,0,1,0,2,1,0,0,1,1,0
50760209,129,38,9.6,4.06,32.0,32,0,1,0,2,1,0,0,1,1,0
50760210,119,36,8.8,4.6,35.0,32,0,1,0,2,1,0,0,1,1,0
50760210,605,301,88.2,53.78,395.0,32,0,1,0,2,1,0,0,1,1,0
50760299,320,129,74.4,22.97,179.0,32,1,1,0,1,0,1,0,0,1,0
50760337,240,72,44.2,14.04,107.0,34,0,1,0,1,1,0,0,1,1,0
50760337,141,24,18.8,2.38,15.0,34,0,1,0,1,1,0,0,1,1,0
50760358,85,26,5.2,2.95,17.5,-1,0,2,2,4,0,0,0,1,0,1
50760358,131,51,12.8,7.42,54.5,-1,0,2,2,4,1,0,0,1,0,1
50760394,213,203,0.0,30.72,227.0,48,0,1,2,3,0,1,0,0,1,0
50760421,28,13,3.5,1.42,10.0,53,0,0,0,1,0,0,0,1,1,0
50760429,107,45,11.0,8.4,65.0,49,0,1,0,5,1,1,0,0,1,0
50760447,184,67,0.0,11.91,87.0,56,0,0,0,1,0,1,0,0,1,0
50760453,200,70,19.0,8.24,54.2,39,1,2,0,3,1,0,0,1,0,1
50780013,142,72,0.0,12.48,93.0,53,0,2,1,1,0,1,0,0,1,0
50780056,45,14,5.0,2.18,17.0,64,0,2,1,3,1,0,0,1,0,1
50780056,32,12,3.8,1.35,9.0,64,0,2,1,3,1,0,0,1,0,1
50780087,154,57,0.0,10.32,76.0,60,0,1,0,3,0,0,0,1,0,1
50780088,146,82,19.4,10.95,80.0,58,0,1,0,3,0,1,0,0,1,0
50780314,60,17,3.5,2.09,15.0,61,0,3,1,3,1,1,0,0,1,0
50780403,228,149,32.0,31.1,242.0,48,0,2,0,2,1,0,0,1,1,0
50780405,202,130,0.0,27.14,211.0,60,1,1,1,3,0,1,0,0,1,0
52720041,64,13,9.6,1.29,9.5,35,2,2,1,4,1,1,0,0,1,0
52720054,138,61,29.6,6.68,48.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
52720109,69,13,4.5,1.29,9.5,67,0,2,0,3,1,1,0,0,0,1
52720109,42,11,2.5,1.16,9.5,67,0,2,0,3,1,1,0,0,0,1
52720141,62,59,7.3,7.14,52.0,50,0,1,0,3,1,0,0,1,0,1
52720183,16,5,2.2,0.49,3.5,31,2,2,1,4,1,0,0,1,0,1
52720287,97,42,4.4,4.5,38.0,59,0,1,0,2,0,1,0,0,1,0
52720334,3,0,0.0,0.04,0.3,76,-1,1,1,1,0,0,0,1,0,1
52720371,345,99,43.6,12.07,91.0,44,0,1,0,2,1,1,0,0,1,0
52720431,217,79,12.4,11.34,87.0,53,0,2,0,3,1,1,0,0,1,0
52720432,127,57,13.1,5.76,40.0,49,0,2,0,3,1,0,0,1,0,1
52720511,168,76,26.4,11.22,87.0,37,0,2,1,3,1,1,0,0,1,0
52720539,118,26,19.8,2.58,19.0,60,-1,2,3,2,1,1,0,0,0,1
52720539,118,26,21.4,2.58,19.0,60,-1,2,3,2,1,1,0,0,0,1
52720540,156,59,15.0,6.0,44.0,60,-1,2,3,2,1,0,0,1,0,1
52720549,140,69,27.6,8.21,61.0,62,0,2,1,1,1,1,0,0,1,0
52720563,404,121,29.0,14.57,106.0,44,1,2,1,7,1,1,0,0,1,0
52720639,67,22,0.0,2.35,19.0,21,0,1,2,4,0,1,0,0,1,0
52720644,81,54,23.2,5.45,38.0,-1,-1,3,-1,4,0,0,1,0,0,1
52720665,118,56,0.0,5.7,39.0,25,-1,3,1,8,0,0,0,1,1,0
52730004,250,88,19.6,11.18,73.3,55,0,4,0,4,1,1,0,0,1,0
52730183,99,29,13.8,3.11,23.5,49,0,3,2,5,1,1,0,0,1,0
53060150,60,67,3.8,9.1,72.0,56,1,2,0,5,1,1,0,0,1,0
53060150,72,116,3.8,16.28,130.0,56,1,2,0,5,1,1,0,0,1,0
53060177,104,44,5.6,4.43,31.0,40,0,2,1,2,1,0,0,1,1,0
53060178,42,18,7.6,1.79,13.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
53060213,55,20,7.6,2.09,14.5,55,0,2,1,2,1,0,0,1,0,1
53060214,125,12,7.6,1.32,8.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
53060305,15,6,2.2,0.63,4.0,57,0,0,0,1,0,0,0,1,0,1
53060380,121,52,5.6,5.19,34.0,60,0,1,0,2,0,0,0,1,0,1
53060380,80,40,5.6,3.98,28.0,60,0,1,0,2,0,0,0,1,0,1
53060385,38,14,7.6,1.75,11.0,35,0,1,1,1,1,0,0,1,1,0
53060385,447,217,111.3,32.03,239.4,35,0,1,1,1,1,0,0,1,1,0
53060419,49,7,2.2,0.87,5.5,57,0,2,0,5,1,1,0,0,1,0
53060420,200,116,0.0,17.05,128.0,18,0,2,0,5,0,0,0,1,0,1
53060657,128,59,5.6,6.69,49.0,46,2,1,0,4,0,0,0,1,0,1
53060715,39,19,2.8,2.06,15.0,37,1,1,1,3,0,1,0,0,1,0
53060716,73,49,0.0,5.9,41.0,35,1,1,1,3,0,0,0,1,0,1
53060716,588,107,0.0,16.47,120.0,35,1,1,1,3,0,0,0,1,0,1
53060722,74,43,9.6,5.27,37.0,39,2,2,0,3,0,0,0,1,0,1
54200016,68,23,4.9,2.68,20.1,34,0,1,0,4,1,0,0,1,1,0
54200016,168,74,12.9,11.18,74.0,34,0,1,0,4,1,0,0,1,1,0
54200057,62,22,0.0,2.18,13.5,43,3,1,1,5,0,1,0,0,1,0
54200058,169,62,34.8,9.3,66.0,48,3,1,1,5,1,0,0,1,0,1
54200069,128,48,77.8,5.59,35.0,41,2,2,0,5,1,0,0,1,0,1
54200070,322,142,42.2,25.31,206.0,41,2,2,0,4,1,1,0,0,1,0
54200085,31,11,2.2,1.06,6.0,37,0,2,0,4,1,1,0,0,1,0
54200162,53,18,3.8,1.91,10.0,53,0,1,0,3,2,1,0,0,0,1
54200167,71,23,0.0,2.22,12.5,50,0,0,0,3,0,1,0,0,1,0
54200168,172,88,0.0,10.66,65.0,43,0,0,0,3,0,0,0,1,0,1
54200183,81,30,0.0,2.91,16.0,-1,-1,1,-1,1,0,0,0,1,1,0
54200227,48,39,0.0,5.72,42.0,57,0,1,0,3,0,0,0,1,0,1
54200227,33,21,0.0,2.03,11.5,57,0,1,0,3,0,0,0,1,0,1
54200301,169,73,30.2,9.14,60.0,45,2,2,-1,3,1,1,0,0,1,0
54200302,169,73,30.2,9.14,60.0,38,2,2,-1,3,1,0,0,1,0,1
54200327,22,11,3.8,1.02,5.5,52,0,1,1,1,1,0,0,1,0,1
54200327,12,2,2.2,0.26,1.0,52,0,1,1,1,1,0,0,1,0,1
54200335,170,79,0.0,11.61,77.0,40,0,1,0,8,0,0,0,1,1,0
54200336,54,23,0.0,2.21,11.8,40,0,1,0,8,0,0,0,1,1,0
54200341,39,21,7.6,2.08,11.5,-1,-1,-1,-1,-1,0,0,1,0,0,1
54200341,82,36,11.2,3.67,28.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
54200342,52,24,0.0,2.31,12.5,67,-1,1,-1,3,0,0,0,1,0,1
54200342,82,36,0.0,3.67,28.0,67,-1,1,-1,3,1,0,0,1,0,1
54200407,89,34,3.8,3.21,16.0,58,0,2,0,2,1,0,0,1,0,1
54200408,10,0,2.2,0.32,0.7,57,0,2,0,2,2,1,0,0,1,0
54200478,29,10,2.2,1.02,5.5,39,2,1,1,4,1,1,0,0,1,0
54200489,44,4,7.8,0.79,3.3,41,2,1,1,4,1,0,0,1,0,1
54200489,111,28,11.2,2.98,21.0,41,2,1,1,4,1,0,0,1,0,1
54200622,46,24,3.8,2.38,12.3,63,0,1,0,4,0,0,0,1,0,1
54200661,155,53,14.0,6.59,52.0,34,1,2,1,2,1,0,0,1,0,1
54200661,53,8,2.8,0.92,6.0,34,1,2,1,2,1,0,0,1,0,1
54200662,137,76,0.0,9.29,67.0,38,1,2,1,2,1,1,0,0,1,0
54200675,127,62,13.7,8.05,54.0,41,1,1,0,4,0,1,0,0,1,0
54200749,206,111,30.5,19.69,144.5,43,0,1,0,1,1,0,0,1,1,0
54200766,111,62,25.8,7.97,57.5,-1,-1,-1,-1,-1,0,0,1,0,0,1
54200781,133,68,13.3,8.24,54.5,21,0,1,0,2,0,0,0,1,1,0
54200781,54,6,2.8,0.95,5.0,21,0,1,0,2,1,0,0,1,1,0
54200875,23,10,3.8,1.02,5.5,68,0,2,0,2,1,1,0,0,0,1
54200875,47,16,3.8,1.58,8.5,68,0,2,0,2,1,1,0,0,0,1
54200875,25,12,3.8,1.25,7.0,68,0,2,0,2,1,1,0,0,0,1
54200875,56,19,7.6,1.93,11.5,68,0,2,0,2,1,1,0,0,0,1
54200981,222,151,0.0,26.75,197.0,26,0,2,0,4,0,0,0,1,0,1
54201032,92,26,3.8,2.57,14.0,43,2,1,0,6,0,0,0,1,0,1
54201032,79,28,3.8,2.65,13.5,43,2,1,0,6,0,0,0,1,0,1
54201091,158,79,25.8,10.2,71.0,39,2,2,0,4,1,1,0,0,1,0
54201194,57,27,6.1,1.75,9.2,46,0,0,0,0,0,1,0,0,1,0
54201220,28,11,2.2,1.03,5.5,59,0,1,1,2,0,0,0,1,0,1
54201221,346,179,30.3,25.79,179.0,61,0,1,1,2,1,1,0,0,1,0
54260008,50,16,2.8,1.53,11.0,61,-1,-1,-1,-1,1,0,0,1,1,0
54260008,25,6,2.2,0.69,5.0,61,-1,-1,-1,-1,1,0,0,1,1,0
54260043,128,4,2.8,0.6,2.3,70,0,1,0,2,2,0,0,1,0,1
54260044,100,31,11.2,3.35,22.0,73,0,1,0,2,1,1,0,0,0,1
54260060,142,72,10.6,6.22,46.0,65,0,1,0,0,0,1,0,0,1,0
54260075,151,29,40.8,2.68,17.0,47,2,2,0,4,0,0,0,1,0,1
54260076,156,70,14.6,10.13,72.0,19,2,2,0,4,0,0,0,1,0,1
54260117,71,20,5.6,2.11,9.0,73,0,1,0,2,1,1,0,0,0,1
54260118,300,118,14.6,13.34,92.0,73,0,1,0,2,1,1,0,0,0,1
54260136,91,34,3.8,3.48,18.0,68,0,2,0,1,1,1,0,0,0,1
54260137,185,19,38.4,1.95,11.8,74,0,1,4,2,1,1,0,0,0,1
54260155,296,118,31.8,20.41,150.3,64,0,4,0,0,1,1,0,0,0,1
54260175,220,83,42.8,10.32,65.0,37,1,2,-1,4,1,0,0,1,0,1
54260211,44,0,2.2,0.07,0.2,44,2,3,0,5,1,1,0,0,1,0
54260211,97,22,21.4,2.21,17.0,44,2,3,0,5,1,1,0,0,1,0
54260218,115,45,7.4,4.46,31.0,33,0,2,0,4,1,0,0,1,1,0
54260229,125,48,0.0,4.57,26.0,30,3,1,1,4,1,0,0,1,0,1
54260241,58,30,3.8,3.34,17.1,83,0,1,0,2,0,1,0,0,0,1
54260314,4,0,0.0,0.03,0.2,77,0,1,0,0,1,1,0,0,0,1
54260327,127,77,15.8,9.56,64.0,58,0,1,2,3,0,1,0,0,0,1
54260349,70,29,0.0,2.95,18.5,40,1,1,2,4,0,0,0,1,0,1
54260349,39,2,0.0,0.4,1.6,40,1,1,2,4,2,0,0,1,0,1
54260349,50,10,0.0,1.22,10.0,40,1,1,2,4,1,0,0,1,0,1
54260350,39,2,0.0,0.4,1.6,40,1,1,2,4,2,0,0,1,0,1
54260373,149,33,14.4,3.55,25.0,29,0,1,0,1,1,0,0,1,1,0
54260389,243,60,52.4,6.42,44.5,43,1,1,0,3,1,0,0,1,0,1
54260409,115,44,20.8,4.63,36.0,44,2,1,0,2,1,1,0,0,1,0
54260410,52,2,5.6,0.29,1.2,41,2,1,0,2,2,0,0,1,0,1
54260483,98,21,3.8,2.12,15.0,37,2,1,0,4,1,0,0,1,0,1
54260556,137,81,14.4,9.56,66.0,41,2,1,0,2,0,0,0,1,0,1
54260567,271,108,37.4,14.85,104.0,47,0,3,0,3,1,1,0,0,1,0
54260695,378,196,50.8,37.5,279.5,49,1,1,0,3,1,1,0,0,1,0
54260731,66,34,0.0,4.06,32.0,53,0,0,0,3,0,1,0,0,1,0
54260732,120,55,0.0,6.08,41.0,53,0,0,0,3,0,1,0,0,1,0
54260750,546,234,104.8,38.26,289.0,43,0,2,1,0,1,1,0,0,1,0
54260888,87,30,3.8,3.15,22.0,-1,0,2,0,3,1,1,0,0,0,1
54260925,133,48,16.8,4.96,38.0,38,2,2,0,3,1,0,0,1,0,1
54260956,34,16,2.2,1.6,9.0,45,1,1,1,4,0,0,0,1,0,1
54261011,121,58,20.0,6.62,52.0,38,1,2,0,3,1,1,0,0,1,0
54261040,51,16,3.8,1.81,14.0,54,0,2,0,2,1,1,0,0,1,0
54261110,36,13,2.2,1.35,8.5,71,0,1,0,0,0,0,0,1,0,1
54261111,78,34,14.8,4.07,31.0,64,0,1,0,0,1,1,0,0,1,0
54261139,93,30,7.6,3.04,19.0,-1,-1,-1,-1,-1,1,0,1,0,0,1
54261190,108,33,11.0,4.51,33.0,59,-1,2,1,2,1,1,0,0,1,0
54261326,205,104,28.1,19.39,146.0,43,2,1,0,5,0,0,0,1,0,1
54261327,59,26,3.8,2.75,20.0,43,2,1,0,5,0,0,0,1,0,1
54261364,19,12,2.2,1.26,8.0,54,1,2,2,6,0,1,0,0,1,0
54261364,63,13,2.8,1.29,9.0,54,1,2,2,6,1,1,0,0,1,0
54261408,170,69,13.1,8.91,60.0,52,0,1,0,3,1,1,0,0,1,0
54261409,99,28,3.8,2.62,16.4,20,0,1,0,3,0,0,0,1,0,1
54261430,90,48,14.6,7.54,56.0,38,1,2,0,3,1,1,0,0,1,0
54261438,62,41,7.9,4.89,33.0,61,0,1,0,2,0,0,0,1,0,1
54261458,57,11,3.8,1.07,7.5,73,0,1,0,1,1,1,0,0,0,1
54261491,14,4,2.2,0.19,1.1,59,0,1,1,2,1,1,0,0,0,1
54261491,16,3,2.2,0.37,1.6,59,0,1,1,2,1,1,0,0,0,1
54261491,40,11,5.6,1.22,8.0,59,0,1,1,2,1,1,0,0,0,1
54261512,32,13,3.8,1.28,7.5,62,0,2,1,4,1,0,0,1,1,0
54261518,74,40,7.9,4.59,34.0,70,0,2,0,2,1,1,0,0,0,1
54261519,74,40,7.9,4.59,34.0,70,0,2,0,2,1,0,0,1,0,1
54261566,34,14,2.8,0.26,2.4,51,0,1,1,1,1,0,0,1,0,1
54261566,31,2,2.8,0.26,1.6,51,0,1,1,1,1,0,0,1,0,1
54261626,254,129,27.0,19.22,135.5,57,0,1,0,2,0,0,0,1,0,1
54420085,11,12,2.2,1.18,5.5,33,1,1,0,2,1,0,0,1,0,1
54420120,28,21,0.0,2.14,13.5,68,0,1,0,2,1,1,0,0,0,1
54420120,54,24,0.0,2.64,12.0,68,0,1,0,2,0,1,0,0,0,1
54420163,36,11,2.2,1.12,5.5,71,0,3,0,3,0,1,0,0,0,1
54420441,87,20,5.1,2.45,16.5,59,0,1,0,3,1,1,0,0,1,0
54420563,51,29,6.8,4.07,27.0,59,0,1,0,0,0,0,0,1,0,1
54420577,28,12,2.2,1.16,6.0,52,0,1,0,2,1,0,0,1,1,0
54420578,27,4,2.2,0.39,2.0,62,0,1,0,-1,2,1,0,0,1,0
54420606,185,135,80.8,27.38,208.0,38,1,1,0,3,0,1,0,0,1,0
54420643,217,130,33.0,20.58,147.0,40,1,1,0,8,1,0,0,1,0,1
54420653,29,4,2.2,0.4,1.6,46,-1,1,-1,6,2,0,0,1,0,1
54420653,31,15,2.2,1.48,7.0,46,-1,1,-1,6,2,0,0,1,0,1
54420654,122,25,14.6,3.24,22.0,51,-1,1,-1,6,1,1,0,0,1,0
54420688,29,22,3.8,2.34,11.0,60,0,1,0,1,0,0,0,1,0,1
54420839,48,22,3.4,2.15,11.0,44,0,0,0,1,0,0,0,1,1,0
54420907,165,66,7.4,8.31,62.0,61,0,1,0,0,1,0,0,1,0,1
54420907,38,0,2.2,0.09,0.2,61,0,1,0,0,2,0,0,1,0,1
54420910,27,6,7.6,0.86,5.0,69,0,0,0,1,0,0,0,1,0,1
54420910,161,120,19.1,16.18,118.0,69,0,0,0,1,0,0,0,1,0,1
54420971,34,19,3.8,2.26,10.5,62,0,1,0,2,0,0,0,1,0,1
54420972,44,19,3.8,2.26,10.5,67,0,1,0,2,0,1,0,0,0,1
54421061,149,46,9.9,5.62,36.2,44,-1,2,-1,2,1,1,0,0,1,0
54421085,156,70,0.0,11.19,75.0,-1,0,2,0,4,0,0,1,0,0,1
54421128,21,11,2.2,1.15,5.0,78,0,1,0,0,0,0,0,1,0,1
54421128,54,30,6.8,4.08,28.0,78,0,1,0,0,0,0,0,1,0,1
54421151,20,3,2.2,0.29,1.4,42,-1,1,-1,1,1,1,0,0,1,0
